"Customer_ID","upsell_xsell","churn","lifetime_value","avg_arpu_3m","acct_age","billing_cycle","Est_HH_Income","cs_med_home_value","cs_pct_home_owner","forecast_region","data_device_age","equip_age","delinq_indicator","avg_days_susp","calls_in_pk","calls_in_offpk","calls_out_offpk","calls_out_pk","mou_total_pct_MOM","mou_onnet_pct_MOM","mou_roam_pct_MOM","mou_onnet_6m_normal","mou_roam_6m_normal","voice_tot_bill_mou_curr","tot_voice_chrgs_curr","bill_data_usg_m03","bill_data_usg_m06","bill_data_usg_m09","mb_data_usg_m01","mb_data_usg_m02","mb_data_usg_m03","mb_data_ndist_mo6m","mb_data_usg_roamm01","mb_data_usg_roamm02","mb_data_usg_roamm03","data_usage_amt","data_prem_chrgs_curr","nbr_data_cdrs","avg_data_chrgs_3m","avg_data_prem_chrgs_3m","avg_overage_chrgs_3m","calls_TS_acct","wrk_orders","days_openwrkorders","calls_care_acct","calls_care_3mavg_acct","calls_care_6mavg_acct","res_calls_3mavg_acct","res_calls_6mavg_acct","curr_days_susp","pymts_late_ltd","calls_care_ltd","MB_Data_Usg_M04","MB_Data_Usg_M05","MB_Data_Usg_M06","MB_Data_Usg_M07","MB_Data_Usg_M08","MB_Data_Usg_M09","nbr_contacts"
"       76729","           0","           0","     7476.07","       63.12","          41","          10","       20500","        0.49","        0.35","          18","         641","           3","           1","           1","         551","         582","          56","         130","        0.05","        -0.7","       -0.61","    -0.69671","    -0.57909","        8076","       28.32","        2376","        2092","        1593","        2317","        2460","        2229"," 0.429945668","           0","           0","          10","          23","       15.98","        3087","       28.13","       14.47","           0","           6","           0","           0","           0","           0","           0","           0","           0","           0","           5","         141","           0","        1536","        1353","          48","          39","           3","           0"
"       76730","           0","           0","      3491.8","       89.09","          32","           8","       43700","        1.49","        0.17","          87","         340","          33","           1","          17","         570","         325","          72","           2","       -0.44","        -0.7","       -0.82","    -0.60155","     -0.6832","        4787","       44.99","        1025","         648","         457","        1025","        1054","        1076","-3.331412657","          60","         120","         720","           4","           0","        1098","        31.1","        0.66","           0","          20","           1","           0","           0","           0","           0","           0","           0","           0","           5","          57","           0","           0","           0","           0","           0","           0","           0"
"       76731","           1","           0","      321.73","          20","          63","           8","       44200","        1.07","        0.55","          64","        1719","          33","           1","           5","          14","          25","           4","           8","       -0.97","       -0.66","       -0.89","    -0.59148","    -0.57072","         278","          15","        2156","         847","        5296","        2006","        2211","        2035","-0.560620727","           0","           0","           0","          18","           0","          96","           0","           0","           0","           9","           0","           0","           0","           0","           0","           0","           0","           0","           5","         194","           0","           0","           0","           0","           0","           0","           0"
"       77346","           1","           0","      808.77","       54.98","          60","           1","       43900","         2.5","        0.88","          48","        1186","           1","           1","           6","          22","          66","           4","          16","          -1","       -0.25","       -0.97","    -0.20277","    -0.75447","         350","       37.33","        1017","        1082","        1426","        1041","        1023","        1047","-1.691823539","           0","           0","           0","           5","           0","         894","       10.89","           0","           0","           4","           1",".","           0","           0","           0","           0","           0","           0","           5","         190","           0","           0","           0","           0","           0","           0","           0"
"       77350","           1","           0","      1967.2","       63.93","          42","           9","       43800","        0.17","        0.01","          30","        1141","           1","           1","           1","          22","         146","          29","          51","       -0.61","       -0.62","       -0.85","    -0.59606","    -0.71008","         957","       26.66","        2747","         785","        1392","        2702","        2647","        2667","-2.121235373","           0","           0","          60","           3","           0","        6613","        30.6","        0.52","           0","           0","           0","           0","           0","           0","         0.2","           0","         0.2","           0","           5","          57","           0","           0","           0","           0","           0","           0","           0"
"       77351","           1","           0","        3609","        64.9","          26","           2","       18800","        1.29","        0.48","          47","        1366","          32","           1","           9","         349","         432","          24","         100","          -1","       -0.75","        -0.9","    -0.74193","    -0.74836","        4103","       26.66","        1917","        1314","        1281","        1993","        1984","        2008","-2.615712992","           0","           0","           0","          14","           0","        6613","         0.3","           0","        0.42","          15","           0","           0","           0","           0","           0","           0","           0","          15","           5","          77","           0","           0","           0","           0","           0","           0","           0"
"       77352","           0","           0","      2592.4","       84.98","          49","           1","       44500","        1.46","        0.75","          88","        1263","          21","           1","           0","          86","         167","          37","          43","       -0.26","        -0.8","        -0.6","    -0.65604","    -0.91541","        1464","       49.99","        1441","        1453","        1673","        1534","        1297","        1366","-0.701742815","         240","           0","           0","          25","           0","        1764","       34.99","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","           1","           5","          48","           0","           0","           0","           0","           0","           0","           0"
"       77355","           1","           0","    15223.77","       26.66","          48","           6","       32700","        1.48","        0.75","           0","           0","          21","           1","           0","         615","         875","         146","         212","         0.2","        -0.6","       -0.58","    -0.55728","    -0.50142","       17529","       19.99","        1810","        1731","        6175","        1842","        1862","        1868"," 0.500276645","           0","           0","           0","          30","           0","          23","           0","           0","           0","           4","           1","          82","           0","           0","           0","           0","           0","           1","           5","         178","           0","           0","           0","           0","           0","           0","           0"
"       77358","           0","           0","      3771.4","       26.66","          44","          10","       44100","        1.12","        0.58","           7","        1082","          23","           1","           0","          27","          86","          38","          39","        0.76","       -0.39","       -0.26","    -0.72651","    -0.30505","         833","       19.99","         187","        1225","        1596","         181","         328","          30","  2.92854819","           0","           0","           0","           1","           0","         280","           0","           0","           0","           2","           0","           0","           0","           0","           0","           0","           0","           1","           5","          72","           0","           0","           0","           0","           0","           0","           0"
"       77359","           0","           0","      2074.2","       59.99","          32","           3","       14300","        2.14","        0.92","          41","        1427","          35","           1","           0","         121","         168","          12","          23","        1.21","       -0.86","       -0.07","     -0.6506","    -0.07152","        1817","       39.99","        1419","        1383","        1847","        1591","        1285","        1418"," 1.690811503","           0","           0","           0","           4","           0","         858","         0.1","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","           1","           5","          77","           0","           0","           0","           0","           0","           0","           0"
"       77361","           0","           0","      1222.4","          25","          50","           2","       44900","        0.99","        0.66","          80","         700","          29","           0","           0","          89","          52","           8","          33","        0.12","       -0.47","       -0.65","    -0.57304","    -0.52447","        2296","          20","        1271","        1283","         716","        1292","        1256","        1334"," 0.800640769","           0","           0","           0","          67","           0","          28","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","           1","           5","          77","           0","           0","         295","           0","           0","           0","           0"
"       77364","           0","           0","     15793.6","       51.78","          46","           7","       28200","        3.04","        0.27","          48","         982","          18","           1","           1","         341","         545","          72","         106","         0.1","       -0.66","       -0.64","    -0.43574","    -0.52426","        8287","        29.3","        2118","        2927","        2277","        2044","        2055","        2123"," 0.539019305","           0","           0","           0","          65","        1.64","        1098","        8.32","        1.72","        1.63","           9","           0","           0","           0","           0","           0","           0","           0","           1","           5","          48","           0","           0","           0","           0","           0","           0","           0"
"       77370","           0","           0","     14917.2","       39.99","          74","           2","       29700","         0.9","        0.78","          86","        1771","           1","           1","           2","         294","         399","          60","         135","        0.38","       -0.63","       -0.42","    -0.62356","    -0.38332","        9482","       29.99","        2208","        3279","        2133","        2380","        2164","        1948","  6.41340389","           0","           0","           0","          50","           0","        1398","           0","           0","           0","           4","           0","           0","           0","           0","           0","           0","           0","           0","           5","          80","           0","           0","           0","           0","           0","           0","           0"
"       77371","           0","           0","        1721","       83.33","          28","           4","       14100","        3.31","        0.69","          76","        1060","           7","           1","           0","          64","         142","          15","          45","        0.36","       -0.34","        -0.5","    -0.38036","    -0.44828","        1782","       56.66","        1180","        1427","        1348","        1219","        1246","        1265"," 2.416845924","           0","           0","           0","           2","           0","        2215","         0.2","           0","           0","           4","           0","           0","           0","           0","           0","           0","           0","           1","           5","         194","           0","           0","           0","           0","           0","           0","           0"
"       77372","           0","           0","       499.4","       21.12","          48","          11","       30700","        1.16","        0.54","          23","           0","           4","           1","           3","          16","          23","          10","           3","       -0.21","       -0.85","       -0.41","    -0.62268","    -2.60235","         373","          14","         874","         411","         376","         895","         900","         915","-0.288675135","           0","           0","           0","          19","           0","          64","           0","           0","         1.9","           5","           0","           0","           0","           0","           0","           0","           0","           0","           5","          57","           0","           0","           0","           0","           0","           0","           0"
"       77375","           0","           0","    23964.47","       51.78","          46","           7","       66500","        2.78","        0.43","          91","         982","          37","           1","           1","         713","        1298","         175","         591","       -0.33","       -0.72","       -0.65","    -0.65821","    -0.60277","       24094","        29.3","        7482","        6911","        1933","        7503","        7513","        7581","-1.333964737","           0","           0","           0","          46","        1.64","        1098","        8.32","        1.72","        1.63","          11","           0","           0","           0","           0","           0","           0","           0","           0","           5","         144","           0","           0","           0","           0","           0","           0","           0"
"       77381","           0","           0","        2770","       51.78","          46","           7","       43600","        3.31","        0.82","          59","         982","           0","           0","           0","         232","         258","          13","          50","       -0.18","       -0.64","        -0.7","    -0.53569","     -0.6512","        1787","        29.3","        1441","        1441","        1441","        1468","        1369","        1528","-1.040095953","           0","           0","           0","          11","        1.64","        1098","        8.32","        1.72","        1.63","          11","           0","           0","         0.7","         0.7","         0.3","         0.7","         0.3","           1","           5","          48","           0","           0","           0","           0","           0","           0","           0"
"       77386","           0","           0","       550.5","       51.78","          46","           7","       44000","        0.84","        0.79","           0","         982","          35","           1","           0","         106","          97","           8","          11","       -0.76","       -0.84","       -0.94","    -0.95882","    -0.89007","        2232","        29.3","        1524","         460","         568","        1356","        1535","        1369","-1.457232994","           0","           0","           0","          13","        1.64","        1098","        8.32","        1.72","        1.63","           0","           0","           0","           0","           0","         0.2","           0","         0.2","           1","           5","          57","           0","           0","           0","           0","           0","           0","           0"
"       77387","           0","           0","      410.27","       49.32","          62","           4","       30500","        1.52","        0.81","          80","         332","          31","           1","          14","         321","         352","           1","          14","       -0.18","        -0.9","        -0.6","    -0.72417","    -1.18724","        2580","       49.99","         816","         770","        1017","         846","         768","         861","-0.328435786","           0","           0","           0","           3","           0","          32","           0","           0","        2.67","          11","           0","           0","           0","           0","           0","           0","           0","           0","           5","         199","           0","           0","           0","           0","           0","           0","           0"
"       77391","           0","           0","      7335.9","       38.15","          67","           9","       44700","        0.91","        0.64","          46","         874","          34","           1","           4","         211","         239","          20","          29","         0.4","        -0.4","        -0.4","    -0.41087","    -0.36566","        4661","       34.99","        2276","        2318","        1963","        2341","        2204","        2273"," 0.367592763","           0","           0","           0","           5","           0","          38","           0","           0","           0","           7","           0","           0","           0","           0","           0","           0","           0","           0","           5","         140","           0","           0","           0","           0","           0","           0","           0"
"       77393","           0","           0","     19909.6","       69.81","          57","           4","       20200","        1.19","        0.81","          74","         491","          39","           1","           0","         445","         325","         106","          63","        0.23","        -0.5","       -0.54","    -0.49792","    -0.49842","        7765","          50","        1331","        2491","        1433","        1106","        1313","        1256"," 2.173102838","           0","           0","           0","          12","           0","          40","        4.82","         2.9","           0","           0","           0","           0","           0","           0","           0","           0","           0","           1","           4","          59","           0","           0","           0","           0","           0","           0","           0"
"       77396","           1","           0","        2404","       69.99","          57","           5","       30000","        2.37","        0.39","          12","        2211","           2","           1","           5","          95","         165","          15","          24","       -0.41","        -0.8","       -0.79","    -0.58262","    -0.59773","        3099","       39.99","        1271","        1405","        1292","        1284","        1334","        1285","-5.607473832","           0","           0","           0","           3","           0","         935","         0.2","           0","           0","           3","           0","           0","           0","           0","           0","           0","           0","           0","           5","          77","           0","           0","           0","           0","           0","           0","           0"
"       77401","           0","           1","      5646.1","       69.99","          49","          12","       48600","        1.31","        0.57","          47","         970","          37","           1","           3","         857","        1140","          12","         367","       -0.29","       -0.75","        -0.7","    -0.76986","    -0.75742","       28244","       39.99","        6466","        2407","        1601","        6495","        6527","        6472","-1.747776786","           0","           0","           0","           2","           0","        2618","         0.2","           0","           0","           4","           0","           0","           0","           0","           0","           0","           0","           0","           5","          77","           0","           0","           0","           0","           0","           0","           0"
"       77409","           0","           0","       215.9","          20","          54","           6","       30700","        1.35","         0.7","          77","        1592","          19","           1","           3","          49","          72","           3","           8","       -0.64","        0.39","       -0.83","    0.526794","    -0.78595","         831","        17.5","         617","         332","         313","         411","         563","         658","-4.900769721","           0","           0","           0","          21","           0","           0","         2.5","           0","           0","           3","           0","           0","           0","           0","           0","           0","           0","           0","           5","         125","           0","           0","           0","           0","           0","           0","           0"
"       77411","           0","           0","     4481.73","       77.88","          58","           7","       22100","        2.19","        0.96","           6","         118","           2","           1","          26","         169","         456","          24","          48","         0.7","       -0.49","       -0.25","    -0.41288","    -0.25326","        2822","        17.5","         895","         832","        1971","         708","        1059","         970","   0.6778812","           0","           0","           0","           3","           0","         352","       17.22","           0","        0.13","           7","           0","           0","           0","           0","           0","           0","           0","           0","           5","         199","           0","           0","           0","           0","           0","           0","           0"
"       77423","           0","           0","       785.2","      160.38","          64","           2","       29100","        3.86","        0.83","          89","        2140","          30","           1","           3","         252","         172","          10","          43","        0.97","       -0.53","       -0.02","    -0.50367","    -0.01701","        4435","          50","        1538","        1036","        3886","        1581","        1563","        1609"," 2.149996788","           0","           0","           0","          26","           0","        1015","       24.99","           0","      117.09","           1","           0","           0","           0","           0","           0","           0","           0","           0","           5","         140","           0","           0","           0","           0","           0","           0","           0"
"       77432","           0","           0","           6","      160.38","          36","           6","       29600","        3.74","        0.98","          76","          40","          31","           0","           0","          92","          81","           0","           0","           0","       -0.91","       -0.94","    -0.65736","    -0.84174","        2119","       63.32","        -174","         335","         335","           0","           0","           0","           0","           0","           0","           0","           5","           0","         878","       32.17","           0","           0","           4","           0","           0","         0.3","         0.3","         0.2","         0.3","         0.2","           1","           5","          57","           0","           0","           0","           0","           0","           0","           0"
"       77435","           1","           0","     17183.8","       72.52","          23","           5","       28800","        0.99","        0.55","          21","         587","           2","           1","           1","         168","         356","         111","         111","        0.38","       -0.18","       -0.36","    -0.40879","    -0.37622","        7228","       39.99","        2702","        2495","        1400","        2763","        2723","        2773"," 1.981986388","         480","         480","          60","          66","        2.99","        2414","       21.99","        1.99","        0.53","           1","           0","           0","           0","           0","         0.2","           0","         0.2","           0","           4","          59","           0","           0","           0","           0","           0","           0","           0"
"       77439","           0","           0","      3087.1","       36.11","          66","           5","       21000","        1.02","        0.48","          89","        1611","          25","           1","           6","         777","         760","           6","         171","       -0.14","       -0.59","       -0.71","    -0.56832","     -0.5798","       14634","       44.99","        1854","        1864","        2079","        1871","        1929","        1926","-0.518446002","          60","           0","           0","          26","           0",".","        4.11","           0","           0","          18","           0","           0","           0","           0","           0","           0","           0","           0","           5","          77","           0","           0","           0","           0","           0","           0","           0"
"       77440","           0","           0","       302.3","       51.78","          62","           7","       11100","        0.82","        0.55","          50","         982","          23","           0","           3","          20","          40","           1","           8","        1.13","        0.22","       -0.13","    0.192873","     -0.1248","         889","        29.3","         820","         329","         285","         861","         765","         872"," 1.234682906","           0","           0","           0","          29","        1.64","        1098","        8.32","        1.72","        1.63","           0","           0","           0","           0","           0","           0","           0","           0","           0","           5","         125","           0","           0","           0","           0","           0","           0","           0"
"       77445","           0","           0","      3074.4","       85.71","          54","          11","       29300","        1.99","        0.85","          18","         871","           5","           1","           5","          53","          70","          20","          20","        0.91","        1.54","         0.1","    1.850412","    0.164318","         881","       39.99","        1585","        2890","        1052","        1595","        1451","        1582"," 1.149693496","           0","           0","           0","           2","           0","        4550","       28.33","        3.33","           0","           5","           0","           0","           1","           1","         0.5","           1","         0.5","           0","           5","          76","           0","           0","           0","           0","           0","           0","           0"
"       77451","           0","           0","     17285.9","       51.78","          46","           7","       43400","        0.79","        0.77","          85","         982","          24","           1","           1","         552","         857","         113","         132","       -0.51","       -0.68","       -0.75","    -0.59968","    -0.71514","       11666","        29.3","        5323","        1484","        2415","        5231","        5458","        5331","-2.030642011","           0","           0","           0","           5","        1.64","        1098","        8.32","        1.72","        1.63","           2","           0","           0","           0","           0","           0","           0","           0","           0","           5","         143","           0","           0","           0","           0","           0","           0","           0"
"       77457","           0","           0","      420.57","       51.78","          46","           7","       45700","        3.18","        0.13","          31","         982","          38","           1","           4","          78","         127","          14","          46","        1.16","       -0.37","       -0.09","    -0.27685","    -0.08845","        3002","        29.3","         593","         593","         593","         670","         625","         615"," 1.051279408","           0","           0","           0","          27","        1.64","        1098","        8.32","        1.72","        1.63","           5","           0","           0","           0","           0","           0","           0","           0","           2","           5","         190","           0","           0","           0","           0","           0","           0","           0"
"       77459","           0","           0","      7133.2","      160.38","          48","          11","       16800","        1.88","        0.01","          90","         558","          34","           1","           1","          24","          91","          16","          57","        2.75","        3.77","        2.89","    2.813173","     2.32303","        1181","       29.99","        1271","        5736","        1803","        1227","        1273","        1019"," 2.301844292","           0","           0","           0","          16","           0","           0","        1.33","           0","        2.26","           2","           0","           0","           0","           0","           0","           0","           0","           0","           5","          77","           0","           0","           0","           0","           0","           0","           0"
"       77460","           0","           0","       753.6","       63.93","          51","           4","       44200","        2.34","        0.82","          78","         528","          34","           0","           0","          81","         115","           8","          27","        0.43","       -0.48","       -0.51","    -0.40682","    -0.36601","        2235","       39.99","        1190","         971","        1075","        1217","        1260","        1250"," 1.023343662","           0","           0","           0","           4","        9.99","        1566","       13.94","        3.33","       10.61","           0","           0","           0","           0","           0","           0","           0","           0","           1","           5","          57","           0","           0","           0","           0","           0","           0","           0"
"       77461","           1","           0","     2242.83","       17.33","          56","           1","       45300","        2.76","        0.75","          19",".","          33","           1","           0","         144","         281","          14","          91","       -0.02","       -0.49","       -0.62","    -0.59759","    -0.59249","        6055","       15.17","        1530","        1530","        1525","        1455","        1569","        1577","-0.192899022","           0","           0","           0","          11","           0",".","        2.17","           0","           0","           6","           0","           0","         0.7","         0.7","         0.3","         0.7","         0.3","           1","           5","         141","           0","           0","           0","           0","           0","           0","           0"
"       77465","           0","           0","      1037.3","       50.32","          45","           5","       29900","         2.8","        0.61","          33","        1000","          24","           1","           2","         117","         234","           8","          22","         0.9","       -0.28","         0.1","    -0.20329","     0.09379","        3259","       34.99","         635","        1193","         358","         492","         573","         678"," 1.126764664","         120","           0","           0","           4","           0","        3604","       11.67","           0","           0","          13","           0","           0","           0","           0","           0","           0","           0","           0","           5","          57","           0","           0","           0","           0","           0","           0","           0"
"       77470","           0","           0","        3748","       80.65","          44","           2","       16800","           3","        0.88","          59","         851","          22","           0","           0","         196","         292","          23","          56","       -0.08","       -0.61","       -0.63","    -0.77466","    -0.61806","        2752","       39.99","        1271","        1298","        1350","        1345","        1213","        1103","-0.268317942","           0","           0","           0","           3","           0","        1470","         0.3","           0","           0","           3","           0","           0","           0","           0","           0","           0","           0","           1","           5","          77","           0","           0","           0","           0","           0","           0","           0"
"       77471","           0","           0","      3099.8","       51.78","          46","           7","       17200","        1.09","        0.31","          10","         982","          32","           0","           0","         173","         246","          12","          60","       -0.61","       -0.38","       -0.85","    -0.44301","    -0.86731","        1925","        29.3","        1449","        1445","        1441","        1424","        1546","        1282","-2.868202741","           0","          60","           0","          30","        1.64","        1098","        8.32","        1.72","        1.63","           2","           0","           0","           0","           0","           0","           0","           0","           1","           5","          48","           0","           0","           0","           0","           0","           0","           0"
